run_id,scene,preset,beam_width,coverage,geom_edge_frac_of_hit_px,partial_occluder_frac_of_hit_px,foliage_frac_of_hit_px,solid_surface_frac_of_hit_px,uncertain_frac_of_hit_px,partial_candidate_frac_of_hit_px,partial_geom_overlap_candidate_frac_of_hit_px,split_candidate_frac_of_hit_px,front_back_candidate_frac_of_hit_px,gap_ratio_candidate_frac_of_hit_px,back_ratio_candidate_frac_of_hit_px,coherent_guard_candidate_frac_of_hit_px,coherence_solid_candidate_frac_of_hit_px,return_mix_score_p95,return_depth_spread_excess_p95,beam_split_score_p95,beam_mode_gap_ratio_p95,beam_back_ratio_p95,beam_coherence_p50,beam_coherence_p95,recommended_status,notes
1,demo,beam_return_debug,0.55,0.5060911938739993,0.04838709677419355,0.04197434900893898,0.04430625728721337,0.4168286047415468,0.37640886125145745,0.032063738826272836,0.005052467936261173,0.03400699572483482,0.10551884959191606,0.11173727166731443,0.10551884959191606,0.14185775359502525,0.20365332296929653,0.02313285482442423,0.4518541681047331,0.7689114402816455,0.04996278574015743,1.0,0.0,1.0,too_uncertain,uncertain above 12%; split_p95=0.769; gap_ratio_p95=0.050; back_ratio_p95=1.000; coherence_p50=0.000
2,occluder_gate,beam_return_debug,0.55,0.5235940530058177,0.06038095238095238,0.037333333333333336,0.015238095238095238,0.42914285714285716,0.4377142857142857,0.027428571428571427,0.010476190476190476,0.030666666666666665,0.06095238095238095,0.09771428571428571,0.06095238095238095,0.1620952380952381,0.21314285714285713,0.027813744012166283,0.38843646350742694,0.8027984946133868,0.06888699979801415,1.0,0.0,1.0,too_uncertain,uncertain above 12%; coherent_guard_active=0.162; split_p95=0.803; gap_ratio_p95=0.069; back_ratio_p95=1.000; coherence_p50=0.000
