run_id,scene,preset,coverage,hit_pixels,total_pixels,geom_edge_count,partial_occluder_count,foliage_count,solid_surface_count,uncertain_count,geom_edge_frac_of_hit_px,partial_occluder_frac_of_hit_px,foliage_frac_of_hit_px,solid_surface_frac_of_hit_px,uncertain_frac_of_hit_px,beam_profile,beam_width,edge_fusion_mode,edge_threshold_used,valid_return_candidate_count,split_candidate_count,front_back_candidate_count,gap_candidate_count,gap_ratio_candidate_count,back_ratio_candidate_count,excess_candidate_count,coherent_guard_candidate_count,partial_candidate_count,geom_edge_candidate_count,coherence_solid_candidate_count,split_or_back_candidate_count,partial_geom_overlap_candidate_count,valid_return_candidate_frac_of_hit_px,split_candidate_frac_of_hit_px,front_back_candidate_frac_of_hit_px,gap_candidate_frac_of_hit_px,gap_ratio_candidate_frac_of_hit_px,back_ratio_candidate_frac_of_hit_px,excess_candidate_frac_of_hit_px,coherent_guard_candidate_frac_of_hit_px,partial_candidate_frac_of_hit_px,geom_edge_candidate_frac_of_hit_px,coherence_solid_candidate_frac_of_hit_px,split_or_back_candidate_frac_of_hit_px,partial_geom_overlap_candidate_frac_of_hit_px,return_mix_score_raw_p50,return_mix_score_raw_p90,return_mix_score_raw_p95,return_mix_score_raw_p99,return_mix_score_p50,return_mix_score_p90,return_mix_score_p95,return_mix_score_p99,return_depth_spread_p50,return_depth_spread_p90,return_depth_spread_p95,return_depth_spread_p99,return_depth_spread_excess_p50,return_depth_spread_excess_p90,return_depth_spread_excess_p95,return_depth_spread_excess_p99,return_coverage_p50,return_coverage_p90,return_coverage_p95,return_coverage_p99,return_valid_stats_p50,return_valid_stats_p90,return_valid_stats_p95,return_valid_stats_p99,return_weight_sum_p50,return_weight_sum_p90,return_weight_sum_p95,return_weight_sum_p99,return_expected_spread_p50,return_expected_spread_p90,return_expected_spread_p95,return_expected_spread_p99,return_mix_support_p50,return_mix_support_p90,return_mix_support_p95,return_mix_support_p99,beam_split_score_p50,beam_split_score_p90,beam_split_score_p95,beam_split_score_p99,beam_split_support_p50,beam_split_support_p90,beam_split_support_p95,beam_split_support_p99,beam_front_depth_p50,beam_front_depth_p90,beam_front_depth_p95,beam_front_depth_p99,beam_back_depth_p50,beam_back_depth_p90,beam_back_depth_p95,beam_back_depth_p99,beam_front_strength_p50,beam_front_strength_p90,beam_front_strength_p95,beam_front_strength_p99,beam_back_strength_p50,beam_back_strength_p90,beam_back_strength_p95,beam_back_strength_p99,beam_back_ratio_p50,beam_back_ratio_p90,beam_back_ratio_p95,beam_back_ratio_p99,beam_mode_gap_p50,beam_mode_gap_p90,beam_mode_gap_p95,beam_mode_gap_p99,beam_mode_gap_ratio_p50,beam_mode_gap_ratio_p90,beam_mode_gap_ratio_p95,beam_mode_gap_ratio_p99,beam_mode_confidence_p50,beam_mode_confidence_p90,beam_mode_confidence_p95,beam_mode_confidence_p99,beam_coherence_p50,beam_coherence_p90,beam_coherence_p95,beam_coherence_p99,edge_score_geom_p50,edge_score_geom_p90,edge_score_geom_p95,edge_score_geom_p99,edge_score_raw_p50,edge_score_raw_p90,edge_score_raw_p95,edge_score_raw_p99
1,demo,beam_return_debug,0.5060911938739993,5146,10080,249,216,228,2145,1937,0.04838709677419355,0.04197434900893898,0.04430625728721337,0.4168286047415468,0.37640886125145745,gaussian,0.55,beam_return_mul,0.42269216303681467,1238,175,543,309,575,543,522,730,165,412,1048,543,26,0.24057520404197436,0.03400699572483482,0.10551884959191606,0.060046638165565484,0.11173727166731443,0.10551884959191606,0.10143801010493587,0.14185775359502525,0.032063738826272836,0.08006218422075398,0.20365332296929653,0.10551884959191606,0.005052467936261173,0.010314330854421405,0.041871200412650446,0.0598072216627226,0.14610688938323874,0.0,0.009290509981644324,0.02313285482442423,0.07123247797030301,0.04892736082754423,0.44318870197196514,0.7813071392469912,2.715046862660398,0.0,0.212644338722301,0.4518541681047331,2.0974689205840997,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.5295173413460312,2.385927453999307,2.5579136612179574,3.10429371036599,0.09499668976534695,0.39980292111351173,0.7838903705772453,1.2294277582802156,0.0,0.1304251971343403,0.3247515105970113,0.9984256074661305,0.0,0.417154910704486,0.7689114402816455,1.0,0.0,0.417154910704486,0.7689114402816455,1.0,6.026294777789332,14.818231307371452,16.645543108856074,21.660883949803026,0.0,13.053710292873646,15.459913535347376,21.58516437249626,1.0,1.0,1.0,1.0,0.0,0.5466568744424268,0.6094745314975603,0.7233409353243152,0.0,1.0,1.0,1.0,0.042451257999370995,0.36800623025440604,0.6896046311878585,2.4009316408282757,0.008907251092872586,0.03579836567934153,0.04996278574015743,0.1390151509415268,0.0,0.0,0.20320626690896945,0.84957915265625,0.0,0.9808809958193077,1.0,1.0,0.02229475042590248,0.33672932166923775,0.5748931788073359,0.9990291770047391,0.6645330751578544,1.0,1.0,1.0
2,occluder_gate,beam_return_debug,0.5235940530058177,5250,10080,317,196,80,2253,2298,0.06038095238095238,0.037333333333333336,0.015238095238095238,0.42914285714285716,0.4377142857142857,gaussian,0.55,beam_return_mul,0.3130691378492175,1314,161,320,193,513,320,393,851,144,420,1119,320,55,0.2502857142857143,0.030666666666666665,0.06095238095238095,0.03676190476190476,0.09771428571428571,0.06095238095238095,0.07485714285714286,0.1620952380952381,0.027428571428571427,0.08,0.21314285714285713,0.06095238095238095,0.010476190476190476,0.0030085275524295353,0.052821793374364545,0.08154217313208294,0.16800507500596457,0.0,0.0018120322454430065,0.027813744012166283,0.0913810441319137,0.007937901735797448,0.2904930667634728,0.6267176621453503,1.8192447400685936,0.0,0.14704389784933664,0.38843646350742694,1.4765704900317338,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.5567075741756677,2.3490979588894345,2.4951396270319033,3.045738058750945,0.034689146758613745,0.20793996661072867,0.3461469524773909,0.7682874097762517,0.0,0.01982941060322353,0.3043710462753695,0.998522450605188,0.0,0.34721801460365737,0.8027984946133868,1.0,0.0,0.34721801460365737,0.8027984946133868,1.0,2.7644744201791287,9.299656768081451,10.495516320184315,12.829530100983064,0.0,5.978042220771398,9.05014702462904,12.129090140988195,1.0,1.0,1.0,1.0,0.0,0.4833243713035548,0.5575927490797465,0.6960407548410953,0.0,0.9354503067736943,1.0,1.0,0.006851693980675089,0.2545584200272331,0.5464524435182058,1.606836798356534,0.0026131113589077854,0.04469212555040594,0.06888699979801415,0.15022295555394047,0.0,0.0,0.05760573358861563,1.0,0.0,1.0,1.0,1.0,0.006203254198760913,0.22516321971412256,0.6221292176614324,0.9961769689193236,0.7053197240617542,1.0,1.0,1.0
