scene,preset,description,width,height,lens,camera_position,camera_target,sampling_mode,rays_per_pixel,stacked_bursts,n_samples_per_burst,wave,L_ref,edge_threshold_used,edge_score_p90,edge_score_p95,edge_score_p99,edge_score_raw_p95,edge_score_geom_p95,return_mix_score_raw_p95,return_mix_score_p95,return_depth_spread_p95,return_depth_spread_excess_p95,beam_split_score_p95,beam_mode_gap_p95,beam_coherence_p50,beam_coherence_p95,return_coverage_p50,edge_confidence_max,beam_profile,beam_width,min_ray_weight,return_mix_gain,return_q_near,return_q_far,return_expected_spread_rel,return_expected_spread_grad,min_return_coverage,min_return_hit_count,beam_split_min_weight_frac,beam_split_min_abs_gap,beam_split_confidence_gain,beam_coherence_mix_gain,beam_coherence_split_gain,beam_split_min,beam_split_front_min,beam_split_back_min,beam_coherence_solid_min,partial_occluder_gap_min,partial_occluder_gap_ratio_min,partial_occluder_back_ratio_min,partial_occluder_excess_min,partial_occluder_coherence_max,coherent_surface_guard,classification_priority,carrier_mode,carrier_angles,edge_score_mode,edge_fusion_mode,edge_anti_min,edge_anti_max,adaptive_edge_percentile,classification_style,classifier_kwargs,warnings,auto_frame,depth_stats,classification_counts,autoframe_runtime_seconds,render_runtime_seconds,report_runtime_seconds,pre_save_runtime_seconds,save_runtime_seconds,total_runtime_seconds,runtime_seconds,run_id,input_scene,input_preset,contact_sheet,channels_npz,diagnostics_json,candidate_gate_sheet
demo_01_beam_return_debug,beam_return_debug,v0.8-alpha5.1 BeamEvidenceLite guard patch: coherent-surface guard + gap/back-ratio partial gating.,120,84,pinhole,"[11.030865786510141, 1.5399999999999998, -11.030865786510141]","[0.0, 1.3707800000000003, 0.0]",halton,2,1,20160,True,5.934276648006516,0.42269216303681467,0.33672932166923775,0.5748931788073359,0.9990291770047391,1.0,0.5748931788073359,0.0598072216627226,0.02313285482442423,0.7813071392469912,0.4518541681047331,0.7689114402816455,0.6896046311878585,0.0,1.0,1.0,1.0,gaussian,0.55,0.05,1.0,15.0,85.0,0.01,0.1,0.25,3,0.1,0.1,0.5,6.0,0.8,0.38,0.1,0.08,0.45,0.2,0.015,0.12,0.05,0.82,0.92,sensor,ensemble,,geom_fused,beam_return_mul,0.08,0.95,92.0,indoor_sparse,"{'edge_anti_min': 0.08, 'edge_anti_max': 0.95, 'adaptive_edge_percentile': 92.0, 'partial_occluder_mix_min': 0.02, 'foliage_mix_min': 0.015, 'hard_partial_mix_min': 0.05, 'beam_split_min': 0.38, 'beam_split_front_min': 0.1, 'beam_split_back_min': 0.08, 'beam_coherence_solid_min': 0.45, 'partial_occluder_gap_min': 0.2, 'partial_occluder_gap_ratio_min': 0.015, 'partial_occluder_back_ratio_min': 0.12, 'partial_occluder_excess_min': 0.05, 'partial_occluder_coherence_max': 0.82, 'coherent_surface_guard': 0.92, 'classification_priority': 'sensor', 'min_return_coverage': 0.25, 'min_return_hit_count': 3.0, 'material_labels': False, 'attenuation_per_meter': 0.0}",[],"{'enabled': True, 'selected': {'score': 1.4130046567683567, 'coverage': 0.5053571428571428, 'depth_span_p05_p95': 13.291823413732628, 'unique_pieces': 49, 'index': 64, 'position': [11.030865786510141, 1.5399999999999998, -11.030865786510141], 'target': [0.0, 1.3707800000000003, 0.0], 'fov_deg': 60.0}, 'passed': True, 'min_coverage': 0.35, 'min_depth_span': 3.0, 'pilot_rays': 10080, 'n_candidates': 163, 'top_trials': [{'score': 1.4130046567683567, 'coverage': 0.5053571428571428, 'depth_span_p05_p95': 13.291823413732628, 'unique_pieces': 49, 'index': 64, 'position': [11.030865786510141, 1.5399999999999998, -11.030865786510141], 'target': [0.0, 1.3707800000000003, 0.0], 'fov_deg': 60.0}, {'score': 1.3982355723605067, 'coverage': 0.5008928571428571, 'depth_span_p05_p95': 13.560113065901959, 'unique_pieces': 37, 'index': 1, 'position': [10.46624785391837, 1.5399999999999998, 11.56795815433083], 'target': [0.0, 1.3707800000000003, 0.0], 'fov_deg': 60.0}, {'score': 1.3968825677503873, 'coverage': 0.5012896825396825, 'depth_span_p05_p95': 13.2902529609878, 'unique_pieces': 34, 'index': 55, 'position': [-11.030865786510141, 1.5399999999999998, 11.030865786510141], 'target': [0.0, 1.3707800000000003, 0.0], 'fov_deg': 60.0}, {'score': 1.3951037900142684, 'coverage': 0.49642857142857144, 'depth_span_p05_p95': 13.849700688406788, 'unique_pieces': 45, 'index': 73, 'position': [-11.030865786510141, 1.5399999999999998, -11.030865786510141], 'target': [0.0, 1.3707800000000003, 0.0], 'fov_deg': 60.0}, {'score': 1.3940707763671676, 'coverage': 0.49970238095238095, 'depth_span_p05_p95': 13.414954732780464, 'unique_pieces': 34, 'index': 46, 'position': [11.030865786510141, 1.5399999999999998, 11.030865786510141], 'target': [0.0, 1.3707800000000003, 0.0], 'fov_deg': 60.0}, {'score': 1.3884257854791209, 'coverage': 0.4926587301587302, 'depth_span_p05_p95': 13.219439874822825, 'unique_pieces': 45, 'index': 65, 'position': [11.030865786510141, 1.5399999999999998, -11.030865786510141], 'target': [0.0, 1.3707800000000003, 0.0], 'fov_deg': 72.0}, {'score': 1.3778920120382165, 'coverage': 0.48640873015873015, 'depth_span_p05_p95': 13.415423099897676, 'unique_pieces': 46, 'index': 74, 'position': [-11.030865786510141, 1.5399999999999998, -11.030865786510141], 'target': [0.0, 1.3707800000000003, 0.0], 'fov_deg': 72.0}, {'score': 1.37720135214621, 'coverage': 0.489781746031746, 'depth_span_p05_p95': 13.339540395392774, 'unique_pieces': 35, 'index': 2, 'position': [10.46624785391837, 1.5399999999999998, 11.56795815433083], 'target': [0.0, 1.3707800000000003, 0.0], 'fov_deg': 72.0}]}","{'coverage': 0.5060911938739993, 'hit_rays': 10178, 'total_rays': 20111, 'depth_p05': 3.3247543649687348, 'depth_p50': 5.934276648006516, 'depth_p95': 16.663983297901048, 'depth_span_p05_p95': 13.339228932932313}","{'foliage': 228, 'partial_occluder': 216, 'geom_edge': 249, 'metal_or_glass': 0, 'stone_hard': 0, 'soft_material': 0, 'wood_material': 0, 'hard_smooth': 24, 'solid_surface': 2145, 'optical_only': 344, 'acoustic_only': 3, 'uncertain': 1937, 'sky': 4934}",7.146,0.467,0.108,7.724,0.097,7.821,7.821,1,demo,beam_return_debug,v080_alpha5_1_smoke_out/run_01_demo_beam_return_debug/demo_01_beam_return_debug_beam_return_debug_contact_sheet.png,v080_alpha5_1_smoke_out/run_01_demo_beam_return_debug/demo_01_beam_return_debug_beam_return_debug_channels.npz,v080_alpha5_1_smoke_out/run_01_demo_beam_return_debug/demo_01_beam_return_debug_beam_return_debug_diagnostics.json,v080_alpha5_1_smoke_out/run_01_demo_beam_return_debug/demo_01_beam_return_debug_candidate_gates.png
occluder_gate_02_beam_return_debug,beam_return_debug,v0.8-alpha5.1 BeamEvidenceLite guard patch: coherent-surface guard + gap/back-ratio partial gating.,120,84,pinhole,"[0.0, 0.6499999999999999, -9.1]","[0.0, 0.24249999999999994, 0.0]",halton,2,1,20160,True,2.756444104986544,0.3130691378492175,0.22516321971412256,0.6221292176614324,0.9961769689193236,1.0,0.6221292176614324,0.08154217313208294,0.027813744012166283,0.6267176621453503,0.38843646350742694,0.8027984946133868,0.5464524435182058,0.0,1.0,1.0,1.0,gaussian,0.55,0.05,1.0,15.0,85.0,0.01,0.1,0.25,3,0.1,0.1,0.5,6.0,0.8,0.34,0.1,0.08,0.45,0.2,0.015,0.1,0.05,0.86,0.92,sensor,ensemble,,geom_fused,beam_return_mul,0.08,0.95,92.0,indoor_sparse,"{'edge_anti_min': 0.08, 'edge_anti_max': 0.95, 'adaptive_edge_percentile': 92.0, 'partial_occluder_mix_min': 0.02, 'foliage_mix_min': 0.015, 'hard_partial_mix_min': 0.05, 'beam_split_min': 0.34, 'beam_split_front_min': 0.1, 'beam_split_back_min': 0.08, 'beam_coherence_solid_min': 0.45, 'partial_occluder_gap_min': 0.2, 'partial_occluder_gap_ratio_min': 0.015, 'partial_occluder_back_ratio_min': 0.1, 'partial_occluder_excess_min': 0.05, 'partial_occluder_coherence_max': 0.86, 'coherent_surface_guard': 0.92, 'classification_priority': 'sensor', 'min_return_coverage': 0.25, 'min_return_hit_count': 3.0, 'material_labels': False, 'attenuation_per_meter': 0.0}",[],"{'enabled': True, 'selected': {'score': 1.4080142752439957, 'coverage': 0.5239087301587302, 'depth_span_p05_p95': 8.216491780085205, 'unique_pieces': 10, 'index': 28, 'position': [0.0, 0.6499999999999999, -9.1], 'target': [0.0, 0.24249999999999994, 0.0], 'fov_deg': 60.0}, 'passed': True, 'min_coverage': 0.35, 'min_depth_span': 3.0, 'pilot_rays': 10080, 'n_candidates': 163, 'top_trials': [{'score': 1.4080142752439957, 'coverage': 0.5239087301587302, 'depth_span_p05_p95': 8.216491780085205, 'unique_pieces': 10, 'index': 28, 'position': [0.0, 0.6499999999999999, -9.1], 'target': [0.0, 0.24249999999999994, 0.0], 'fov_deg': 60.0}, {'score': 1.4073888903634, 'coverage': 0.5249007936507937, 'depth_span_p05_p95': 8.999799132330779, 'unique_pieces': 9, 'index': 73, 'position': [-6.434671708797581, 0.6499999999999999, -6.434671708797581], 'target': [0.0, 0.24249999999999994, 0.0], 'fov_deg': 60.0}, {'score': 1.4047528359416313, 'coverage': 0.5234126984126984, 'depth_span_p05_p95': 9.067490770282586, 'unique_pieces': 9, 'index': 64, 'position': [6.434671708797581, 0.6499999999999999, -6.434671708797581], 'target': [0.0, 0.24249999999999994, 0.0], 'fov_deg': 60.0}, {'score': 1.401986038541996, 'coverage': 0.5381944444444444, 'depth_span_p05_p95': 7.185122460762068, 'unique_pieces': 7, 'index': 55, 'position': [-6.434671708797581, 0.6499999999999999, 6.434671708797581], 'target': [0.0, 0.24249999999999994, 0.0], 'fov_deg': 60.0}, {'score': 1.4003594119053502, 'coverage': 0.5209325396825397, 'depth_span_p05_p95': 7.05592143142603, 'unique_pieces': 9, 'index': 19, 'position': [9.1, 0.6499999999999999, 0.0], 'target': [0.0, 0.24249999999999994, 0.0], 'fov_deg': 60.0}, {'score': 1.3986477537263828, 'coverage': 0.5404761904761904, 'depth_span_p05_p95': 7.153177517046937, 'unique_pieces': 6, 'index': 1, 'position': [6.105311248119048, 0.6499999999999999, 6.747975590026317], 'target': [0.0, 0.24249999999999994, 0.0], 'fov_deg': 60.0}, {'score': 1.3986477537263828, 'coverage': 0.5381944444444444, 'depth_span_p05_p95': 7.251969222148993, 'unique_pieces': 6, 'index': 46, 'position': [6.434671708797581, 0.6499999999999999, 6.434671708797581], 'target': [0.0, 0.24249999999999994, 0.0], 'fov_deg': 60.0}, {'score': 1.3953080340068487, 'coverage': 0.5212301587301588, 'depth_span_p05_p95': 7.015697269238919, 'unique_pieces': 7, 'index': 37, 'position': [-9.1, 0.6499999999999999, 0.0], 'target': [0.0, 0.24249999999999994, 0.0], 'fov_deg': 60.0}]}","{'coverage': 0.5235940530058177, 'hit_rays': 10530, 'total_rays': 20111, 'depth_p05': 2.283299817229101, 'depth_p50': 2.756444104986544, 'depth_p95': 10.878994500357138, 'depth_span_p05_p95': 8.595694683128038}","{'foliage': 80, 'partial_occluder': 196, 'geom_edge': 317, 'metal_or_glass': 0, 'stone_hard': 0, 'soft_material': 0, 'wood_material': 0, 'hard_smooth': 0, 'solid_surface': 2253, 'optical_only': 102, 'acoustic_only': 4, 'uncertain': 2298, 'sky': 4830}",3.501,0.341,0.055,3.9,0.09,3.99,3.99,2,occluder_gate,beam_return_debug,v080_alpha5_1_smoke_out/run_02_occluder_gate_beam_return_debug/occluder_gate_02_beam_return_debug_beam_return_debug_contact_sheet.png,v080_alpha5_1_smoke_out/run_02_occluder_gate_beam_return_debug/occluder_gate_02_beam_return_debug_beam_return_debug_channels.npz,v080_alpha5_1_smoke_out/run_02_occluder_gate_beam_return_debug/occluder_gate_02_beam_return_debug_beam_return_debug_diagnostics.json,v080_alpha5_1_smoke_out/run_02_occluder_gate_beam_return_debug/occluder_gate_02_beam_return_debug_candidate_gates.png
