run_id,scene,preset,coverage,hit_pixels,edge_threshold_used,edge_fusion_mode,beam_profile,beam_width,geom_edge_frac_of_hit_px,partial_occluder_frac_of_hit_px,foliage_frac_of_hit_px,solid_surface_frac_of_hit_px,uncertain_frac_of_hit_px,edge_score_geom_p95,edge_score_raw_p95,return_mix_score_p95,return_depth_spread_excess_p95,beam_split_score_p95,beam_mode_gap_p95,beam_mode_gap_ratio_p95,beam_back_ratio_p95,beam_coherence_p50,beam_coherence_p95,partial_candidate_count,partial_candidate_frac_of_hit_px,gap_ratio_candidate_count,gap_ratio_candidate_frac_of_hit_px,back_ratio_candidate_count,back_ratio_candidate_frac_of_hit_px,coherent_guard_candidate_count,coherent_guard_candidate_frac_of_hit_px,partial_geom_overlap_candidate_count,partial_geom_overlap_candidate_frac_of_hit_px,coherence_solid_candidate_count,coherence_solid_candidate_frac_of_hit_px,return_coverage_p50,edge_score_mode,edge_anti_min,edge_anti_max,adaptive_edge_percentile
1,demo,beam_return_debug,0.5060911938739993,5146,0.42269216303681467,beam_return_mul,gaussian,0.55,0.04838709677419355,0.04197434900893898,0.04430625728721337,0.4168286047415468,0.37640886125145745,0.5748931788073359,1.0,0.02313285482442423,0.4518541681047331,0.7689114402816455,0.6896046311878585,0.04996278574015743,1.0,0.0,1.0,165,0.032063738826272836,575,0.11173727166731443,543,0.10551884959191606,730,0.14185775359502525,26,0.005052467936261173,1048,0.20365332296929653,1.0,geom_fused,0.08,0.95,92.0
2,occluder_gate,beam_return_debug,0.5235940530058177,5250,0.3130691378492175,beam_return_mul,gaussian,0.55,0.06038095238095238,0.037333333333333336,0.015238095238095238,0.42914285714285716,0.4377142857142857,0.6221292176614324,1.0,0.027813744012166283,0.38843646350742694,0.8027984946133868,0.5464524435182058,0.06888699979801415,1.0,0.0,1.0,144,0.027428571428571427,513,0.09771428571428571,320,0.06095238095238095,851,0.1620952380952381,55,0.010476190476190476,1119,0.21314285714285713,1.0,geom_fused,0.08,0.95,92.0
